Produto;preco;link
Xiaomi Mi Band 6 Versao Global + 3 Pulseira + 1 Pelicula M63;244,88;https://produto.mercadolivre.com.br/MLB-2794745766-xiaomi-mi-band-6-versao-global-3-pulseira-1-pelicula-m63-_JM?searchVariation=175229756158#searchVariation=175229756158&position=14&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Xiaomi Mi Band 6 Versao Global + 3 Pulseira + 1 Pelicula M63;254,88;https://produto.mercadolivre.com.br/MLB-1888100378-xiaomi-mi-band-6-versao-global-3-pulseira-1-pelicula-m63-_JM?searchVariation=85049266423#searchVariation=85049266423&position=15&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit De 5 Pulseiras Silicone Para Mi Band 4 Diversas Cores;39,89;https://produto.mercadolivre.com.br/MLB-1776657239-kit-de-5-pulseiras-silicone-para-mi-band-4-diversas-cores-_JM?searchVariation=73992849240#searchVariation=73992849240&position=16&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Xiaomi Mi Band 6 Versao Global + 3 Pulseira + 1 Pelicula M63;254,88;https://produto.mercadolivre.com.br/MLB-1888084508-xiaomi-mi-band-6-versao-global-3-pulseira-1-pelicula-m63-_JM?searchVariation=85045903206#searchVariation=85045903206&position=17&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Mi Band 5 Xiaomi Portugues Global + Kit 4 Pulseira;299,99;https://produto.mercadolivre.com.br/MLB-2656527021-mi-band-5-xiaomi-portugues-global-kit-4-pulseira-_JM?searchVariation=174564537358#searchVariation=174564537358&position=18&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Mi Band 5 6 Colorida De Silicone Cores Premium;13,90;https://produto.mercadolivre.com.br/MLB-2129126924-pulseira-mi-band-5-6-colorida-de-silicone-cores-premium-_JM?searchVariation=174060332387#searchVariation=174060332387&position=21&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit Com 5 Pulseiras Para Mi Band 4 Miband4 M4 100% Silicone;37,78;https://produto.mercadolivre.com.br/MLB-2111537968-kit-com-5-pulseiras-para-mi-band-4-miband4-m4-100-silicone-_JM?searchVariation=173997952218#searchVariation=173997952218&position=22&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit De 5 Pulseiras Silicone Mi Band 4 Miband4 Multi Colorida;36,98;https://produto.mercadolivre.com.br/MLB-2111816994-kit-de-5-pulseiras-silicone-mi-band-4-miband4-multi-colorida-_JM?searchVariation=174317717237#searchVariation=174317717237&position=23&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Xiaomi Mi Band 6 Versao Global + 3 Pulseira + 1 Pelicula M63;249,88;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=hAGJBofo5ZRseOK%2B9ws8giMtd4ep8dsWbjluOsOJ9X6vzUEAdINZ%2F%2FirtYqy0IfRzVDroIxvblsH6845dqVodN03u9KrbXx34U3MxpL8zLvOGy0EZgU4P%2F931E3EjrOJqO85Hr7%2BLlyqBswneujK7U0ru9dqBAVUQ%2FHFWDTqrqcD35P%2Fh6d6D5iJ25cA8Vc3gHzNiYcnNwXoaeJsP2Q2cSNtSVwf3sTow4MmFxU9OKoB9W6y7BVoMG2hruhE2psKhe0QGeNqieqweA7ikXI%2BTUMBh6KAgQfOPhJAtobhda1%2BCRxxQ7nvyhiuHh0SCuTn0OOXcvFhNf4oWsC9YXcXB861lfj%2F1juFghOOPKfplfn%2FLkCEpu9%2Bv2tVJ30D7C3xoqZ83ICT%2FLWNggW1%2F%2F8kmKXBAVySxC%2Bb08nS7OMUePFD6lKYSC9GvVJMfoHyqFqQvvZwIBXmmcyof%2FMMYa9bdMWdPs%2BnmBt9AUDW1RRIVO8thmcf90KVu6PyESfy6hejrfd9G4EAkuJ5unX9B3TsjsM0WXR3O5c6ZhTYjLlnORlJM6MYxRiThRyAaD%2BvNBEueOZL1BpN3533CafI3m7qsiKyt8sSQHt209kxHCtFeTtF3ClOY2lT2d%2BWZA9A5fNCc80EwZIVOwQOOv1PxxdR3vg4Zb3bqu8lgZd%2FNxDUatkFD3OGiJMDxDQGo0akbZ30PxdVqEnO6qsEhqwim%2FoFrGA1qvP02ob8AcW1zNIZOVTTof%2BRRt9sRsGOJRVlB%2Fww5p1%2FYxoHSId6XVIgGQc%3D&rb=x
Kit 5 Pulseira Colorida Mi Band 4 /mi Band 3  Pronta Entrega;31,90;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=aTkpFGe7m79SoVEvZuwOFBzdyhTDVG0vyNvlqw6zNSUhsOGxkPJ2Dd3drY38YDZJ0aB6ok2HVNdSuZViqq%2FzzWeLOGOwy6J4qADq3uh%2FbhgkJAuhm7RX23hDPY1Gdgkw33AGmQ0Ccuy1Vg83VrZ8qoD26UCB%2BwzUIDFBvYFoAgGck1%2BJJeg2pu0XlvKKkAtMPpV2s7XGg25fSL2K%2F8%2BWP1ywmgYrg99XyNNWSA0pQrnwvASVVTPgooNlZIRVKzgLwRa%2BB3y0upfXmtrJyRtb4NbIPtCdy3FjJ9shVOsPSwIZYZbVwvMcrBQ5MX2mdfDsYct99So82UZqngWvPaDRxCWcPAkMCxWsNsXuzDmHxDhDPDRNhw%2B6hD5tqZcbaPGBSR6jQGVkCCxL%2FO9kw3KDtMvxFJNyT3fhG9vPRjGZUpceAdbJwXnm%2F3rS0UxYkEfIHeIMYUS%2BSaiWO4mKmp3FnSS6ORJdIDhpIpHA5S7siJ4pVC%2FIWQw90W30C1tSb3d8901zU5bKDIA%2Fa6qoxicDGBBGumaCNsMDeM9KxET0zaidYt0WXN40voHFN9CmgI%2FXKe3jH1dJB4C0K7%2BV3nfnCBI%2FimfPbz6uO%2BXern8XkvYWuKN%2BhYehS%2FycP%2BXHoenrQ00kWdKV6KsDEGAd43%2FrZBjyhcB7IrTc7mwCLnvN7zWtUgumegdQoDEApmaoNc3hRU5VW7kmY9zKdOYRacqUbIK7Wjef%2FwnhcvdW3fs9Mx8uvn5FhvYdusd8BUNCGjYL9eXeiWG2X7mTfIyrBrCz&rb=x
Combo C/5 Pulseiras Miband 3 Ou 4 + Película De Gel Brinde!;31,99;https://produto.mercadolivre.com.br/MLB-2109199362-combo-c5-pulseiras-miband-3-ou-4-pelicula-de-gel-brinde-_JM?searchVariation=173990060883#searchVariation=173990060883&position=24&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Preta Silicone Para Mi Band 5;11,35;https://produto.mercadolivre.com.br/MLB-2119469127-pulseira-preta-silicone-para-mi-band-5-_JM?searchVariation=174025682954#searchVariation=174025682954&position=25&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Relógio Xiaomi Mi Smart Band 5 1.1 100% Original Lacrado;249,12;https://produto.mercadolivre.com.br/MLB-2803955053-relogio-xiaomi-mi-smart-band-5-11-100-original-lacrado-_JM?searchVariation=175281412925#searchVariation=175281412925&position=26&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Relogio Miband 5 Pulseira Xiaomi Mi Band 5 Original Global;219,23;https://produto.mercadolivre.com.br/MLB-1711168226-relogio-miband-5-pulseira-xiaomi-mi-band-5-original-global-_JM?searchVariation=173545748324#searchVariation=173545748324&position=27&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Colorida De Silicone Mi Band 5;14,90;https://produto.mercadolivre.com.br/MLB-1887951440-pulseira-colorida-de-silicone-mi-band-5-_JM?searchVariation=85029946737#searchVariation=85029946737&position=28&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Xiaomi Mi Smart Band 5 1.1  Pulseira Black Xmsh10hm Original;194,90;https://produto.mercadolivre.com.br/MLB-2969544792-xiaomi-mi-smart-band-5-11-pulseira-black-xmsh10hm-original-_JM?searchVariation=175827665393#searchVariation=175827665393&position=29&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira De Atividade Xiaomi Mi Band 5 Premium Original;25,90;https://produto.mercadolivre.com.br/MLB-1803746246-pulseira-de-atividade-xiaomi-mi-band-5-premium-original-_JM?searchVariation=77101175848#searchVariation=77101175848&position=32&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Colorida De Silicone Mi Band 5;12,40;https://produto.mercadolivre.com.br/MLB-2026140026-pulseira-colorida-de-silicone-mi-band-5-_JM?searchVariation=173671632717#searchVariation=173671632717&position=33&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Colorida Silicone Mi Band 5 Lançamento Envio 24h;14,99;https://produto.mercadolivre.com.br/MLB-1795035747-pulseira-colorida-silicone-mi-band-5-lancamento-envio-24h-_JM?searchVariation=76118141971#searchVariation=76118141971&position=34&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit 5 Com Pulseira Colorida Extra Mi Band 5 Pronta Entrega;32,40;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=k3Wz4nltdNPNzukfoKLWIUUigPBQ8CRfWKzcIL6%2FlIVb0S99QyUSNg4eKhPVfUBM0B%2BbIkmI8gW4BOWDXIDqQGTYIrW9DT%2BfEoZFLKmtArLSQtpuDvrFMiZ7VHh3j12X8lBn0cMwYWuR%2B5gLlMs88%2Fj4hPLdEasAjMgSbnTpXKQmY%2FEDwX0fJJU63ADgxyBIFpXled5G4Oni9R4YilKZJHCJe1Z1LLMWjj3HyDhxIKa2keAvnSfaNpmW%2FdtzWcXGWQ2bqOFOdWyC1PXuknaH7x1nNtOJXqjpTeu5G91SJIin4HnT8UOXfZFxx9qBAlk0EZ8ed93Zizwwg5yKm0WPluCZNaNatizTvzScYd53CFwJir6NbCrsVLfTLdDoFMrugcbVjLjMnhDdTRTkKTKhPsToR26IygwRSSGF4ThfCqy0Jzn%2Bg9XUkzG65SanGGbfQLruVwAK0BGIdjUtnRYWnHYoi7q64mNUi%2FqZ1zYpb1%2BBIWWbFezdVcw5cW8TMBxaczxROfgYtpvvjlTy86jIdD7MXMI8y6bLum1mVGp9t9qkUw2%2BMmPau38mLnlPM22kOLDxZx3DIHQdu8fjOzEF9yj2PGvDrYsEJhtwkM0sdwMdWUhw752idOa7QbstC22sbkG%2BjLXFJABkeAdrFTfn8eA5zlZviTseQ8u1r1IK6VPlgnvXN0%2BCCw2G2vaclqNqVVSIAvUPgDUpzlLCYEo9aGGJRluY4%2F%2Brf6f4UYAJupFFB%2B38AlryBODIsK%2Fk%2B9i5wIibUxkoPXJ0Ui02HcSH2Q%3D%3D&rb=x
Xiaomi Mi Band 6 Versao Global + 3 Pulseira + 1 Pelicula M63;254,88;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=G9PyFHSUMWcHrXICpjZMHrm8ZVfKc8GIVWnDDd4jikyE836JglkAQyE%2BVta%2FyMiWMXAPxZ9uYNs4SWG09H5qx5FJN%2FlNgEFAuDnMcV2u%2FeKuDKUWCzb4mR2JXZ1mLGj9oLdDq%2BSuiWG6gNCCfd5ASQP7oeVfle5MgAIyPQjX6%2FGPvgpRlTh0msVSCG6vc6ymNyUZTCQDPjRodIV3a38sg81L3OTytJ7ArFL6XyB2K9Up0TmDqpLsMJnlrEgs8vMxDzYAj8CPEfbC9BLW7wYb3CGsZvN64ymRoMJ1WYbompR5XNEyppnc8O73a6yZItPZ1k9Nw230sBMckYex41BtFXWyRwG0WdubBmk8IU7khRinBCbP8lygTc7h3%2FkbrXr83Ua6JPxriCMsCzLyT3l%2F8GMuxWdv%2BSh0%2B3aOKoK0w08WiJhlKr5z2NYUwJ4BnVTaIW0s2Did2Q6GiTZ04u0amp%2Bl0b%2FuH9mtn8W5FWHtG0dRYE2W47XlxvmYgrA5d1Hd1ZQBKF9ug%2F6y00xWxD8o%2BKxD%2BNdQkpph%2F0n01koDATeHn4GewdE1tmbZTyCdYUbbBYP5s9wX%2FDjzx%2FRnlf4hqlAGUHJryOic5LTygq3Qwc11K3K%2FZjDdtB6LuJFpdRuN6VFLg6xZo2zBQysFQREcr%2BKgz1CbCnd5cNSLIGqzf5MbX6aJ64DEXauCwjEk%2FJSJjQAuqu2%2BgHLghVN3XUvyDuzhOC9eDlCNv3MmJPFBRtURdWHjz7Pm4BwqYCbIQMzK58lZnrX9GYanMweZfg%3D%3D&rb=x
Kit De 5 Pulseiras Silicone Para Mi Band 3 E Band Escolha;29,90;https://produto.mercadolivre.com.br/MLB-1962607778-kit-de-5-pulseiras-silicone-para-mi-band-3-e-band-escolha-_JM?searchVariation=92484477935#searchVariation=92484477935&position=35&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Silicone Para Xiaomi Mi Band 5 Silicone Premium;13,39;https://produto.mercadolivre.com.br/MLB-1879274411-pulseira-silicone-para-xiaomi-mi-band-5-silicone-premium-_JM?searchVariation=84169268170#searchVariation=84169268170&position=36&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Colorida De Silicone Para Mi Band 5 E 6;14,30;https://produto.mercadolivre.com.br/MLB-2119498117-pulseira-colorida-de-silicone-para-mi-band-5-e-6-_JM?searchVariation=174025675395#searchVariation=174025675395&position=37&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit 5 Pulseira Miband 5 Original Diversas Cores M5 M6;32,96;https://produto.mercadolivre.com.br/MLB-2127387347-kit-5-pulseira-miband-5-original-diversas-cores-m5-m6-_JM?searchVariation=174054014105#searchVariation=174054014105&position=38&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit 5 Pulseira Mi Band 5 E 5 Silicone super Resistente;55,90;https://produto.mercadolivre.com.br/MLB-1838313256-kit-5-pulseira-mi-band-5-e-5-siliconesuper-resistente-_JM?searchVariation=80281746071#searchVariation=80281746071&position=39&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
"Xiaomi Mi Smart Band 7 1.62"" caixa  preta, pulseira  preta";244,66;https://www.mercadolivre.com.br/xiaomi-mi-smart-band-7-162-caixa-preta-pulseira-preta/p/MLB19174175?pdp_filters=category:MLB135384#searchVariation=MLB19174175&position=3&search_layout=stack&type=product&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
"Xiaomi Mi Smart Band 4 0.95"" caixa de  policarbonato  black, pulseira  black XMSH07HM";139,99;https://www.mercadolivre.com.br/xiaomi-mi-smart-band-4-095-caixa-de-policarbonato-black-pulseira-black-xmsh07hm/p/MLB14786768?pdp_filters=category:MLB135384#searchVariation=MLB14786768&position=4&search_layout=stack&type=product&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit De Pulseiras Cores Foscas Para Mi Band 4 Combo Com 5pcs.;39,79;https://produto.mercadolivre.com.br/MLB-1776590789-kit-de-pulseiras-cores-foscas-para-mi-band-4-combo-com-5pcs-_JM?searchVariation=73988239580#searchVariation=73988239580&position=40&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Relogio Smartwatch Pulseira Xiaomi Mi Band 5 Global Original;239,17;https://produto.mercadolivre.com.br/MLB-1675626666-relogio-smartwatch-pulseira-xiaomi-mi-band-5-global-original-_JM?searchVariation=65437205897#searchVariation=65437205897&position=41&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira De Silicone Para Mi Band 3 E 4 - Kit Com 5;27,88;https://produto.mercadolivre.com.br/MLB-2062030692-pulseira-de-silicone-para-mi-band-3-e-4-kit-com-5-_JM?searchVariation=173828094105#searchVariation=173828094105&position=42&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Relógio Xiaomi Mi Band 5 Global Masculino Feminino Original;239,90;https://produto.mercadolivre.com.br/MLB-2663455418-relogio-xiaomi-mi-band-5-global-masculino-feminino-original-_JM?searchVariation=174591440583#searchVariation=174591440583&position=43&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Relógio Xiaomi Miband6 Lançamento 2021 Dia Dos Namorados;299,22;https://produto.mercadolivre.com.br/MLB-1889318784-relogio-xiaomi-miband6-lancamento-2021-dia-dos-namorados-_JM?searchVariation=85210120442#searchVariation=85210120442&position=44&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Novo Smartband Xiaomi Mi Band 5 Original Lacrado Versão 2020;279,48;https://produto.mercadolivre.com.br/MLB-1791553368-novo-smartband-xiaomi-mi-band-5-original-lacrado-verso-2020-_JM?searchVariation=75844994622#searchVariation=75844994622&position=45&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit 5 Pulseira Colorida Mi Band 4/ Mi Band 3 Pronta Entrega;28,28;https://produto.mercadolivre.com.br/MLB-1812213141-kit-5-pulseira-colorida-mi-band-4-mi-band-3-pronta-entrega-_JM?searchVariation=77594427602#searchVariation=77594427602&position=46&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Mi Band 5 Smartwatch Xiaomi Global + Kit 3 Pulseira/c Flex;299,22;https://produto.mercadolivre.com.br/MLB-2020308864-mi-band-5-smartwatch-xiaomi-global-kit-3-pulseirac-flex-_JM?searchVariation=173879438358#searchVariation=173879438358&position=47&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira Para Mi Band 5 Silicone Premium Novas Cores;12,19;https://produto.mercadolivre.com.br/MLB-1879275051-pulseira-para-mi-band-5-silicone-premium-novas-cores-_JM?searchVariation=84169299601#searchVariation=84169299601&position=48&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
5 Pulseiras Miband 3 Ou 4 + Película De Gel Brinde!;31,99;https://produto.mercadolivre.com.br/MLB-2109241583-5-pulseiras-miband-3-ou-4-pelicula-de-gel-brinde-_JM?searchVariation=173990023649#searchVariation=173990023649&position=49&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit C/ 5 Pulseiras De Silicone Modelo Mi Band 5 Promoção Top;17,99;https://produto.mercadolivre.com.br/MLB-2640884033-kit-c-5-pulseiras-de-silicone-modelo-mi-band-5-promoco-top-_JM?searchVariation=174507132726#searchVariation=174507132726&position=50&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit 5 Pulseira Desportiva Xiaomi Mi Band 5 Premium Original;59,90;https://produto.mercadolivre.com.br/MLB-1838313250-kit-5-pulseira-desportiva-xiaomi-mi-band-5-premium-original-_JM?searchVariation=80281800609#searchVariation=80281800609&position=51&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Mi Band 5 + Fone Airdots2 Kit Original Pronta Entrega;447,49;https://produto.mercadolivre.com.br/MLB-1791562709-mi-band-5-fone-airdots2-kit-original-pronta-entrega-_JM?searchVariation=75845239420#searchVariation=75845239420&position=52&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Kit Com 5 Pulseiras Extra De Silicone Para Xiaomi Mi Band 5;47,77;https://produto.mercadolivre.com.br/MLB-1781884792-kit-com-5-pulseiras-extra-de-silicone-para-xiaomi-mi-band-5-_JM?searchVariation=74895447790#searchVariation=74895447790&position=53&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira De Silicone Para Mi Band 3 E 4  Kit Com 5 Pulseiras;47,83;https://produto.mercadolivre.com.br/MLB-1631846922-pulseira-de-silicone-para-mi-band-3-e-4-kit-com-5-pulseiras-_JM?searchVariation=62178219347#searchVariation=62178219347&position=54&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
Pulseira P/ Miband 5 E Smartband M5 Silicone + Pelicula;28,60;https://produto.mercadolivre.com.br/MLB-1744814186-pulseira-p-miband-5-e-smartband-m5-silicone-pelicula-_JM?searchVariation=71028637719#searchVariation=71028637719&position=55&search_layout=stack&type=item&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
"Xiaomi Mi Smart Band 5 (NFC) 1.1"" caixa de  plástico pc  preta, pulseira  preta XMSH11HM";240,90;https://www.mercadolivre.com.br/xiaomi-mi-smart-band-5-nfc-11-caixa-de-plastico-pc-preta-pulseira-preta-xmsh11hm/p/MLB16040268?pdp_filters=category:MLB135384#searchVariation=MLB16040268&position=5&search_layout=stack&type=product&tracking_id=da35f7e8-8588-47bf-8b8c-ab8f4fc073bd
